product_id,region,category,base_cost,brand_strength_score,price_tier,max_allowed_mark_uppct,recommended_selling_price,mark_up_pct_used,warning,markup_violation
10187,France,Food & Refreshment,8.02,10,Premium,55,12.431,55.00000000000001,OK,True
10188,Germany,Personal Care,1.56,6,Standard,30,2.028,30.000000000000004,OK,True
10189,Germany,Home Care,9.59,7,Standard,25,11.9875,25.0,OK,False
10190,France,Food & Refreshment,4.17,1,Value,12,4.670400000000001,12.00000000000001,OK,True
10191,Germany,Personal Care,12.15,6,Standard,30,15.795000000000002,30.000000000000004,OK,True
10192,Germany,Personal Care,12.36,3,Value,15,14.214,14.999999999999991,OK,False
10193,UK,Home Care,14.69,1,Value,10,16.159000000000002,10.000000000000032,OK,True
10194,Germany,Food & Refreshment,7.78,8,Premium,55,12.059,55.00000000000001,OK,True
10195,Germany,Home Care,7.1,4,Standard,25,8.875,25.0,OK,False
10196,France,Personal Care,11.43,10,Premium,60,18.288,60.00000000000001,OK,True
10197,France,Personal Care,2.42,8,Premium,60,3.872,60.00000000000001,OK,True
10198,Spain,Food & Refreshment,8.43,10,Premium,55,13.0665,55.00000000000001,OK,True
10199,UK,Personal Care,8.42,4,Standard,30,10.946,30.000000000000004,OK,True
10200,Germany,Food & Refreshment,1.8,4,Standard,28,2.3040000000000003,28.000000000000004,OK,True
10201,Germany,Home Care,6.56,10,Premium,50,9.84,50.0,OK,False
10202,Spain,Food & Refreshment,12.87,4,Standard,28,16.473599999999998,27.99999999999998,OK,False
10203,Germany,Food & Refreshment,12.91,6,Standard,28,16.5248,27.99999999999998,OK,False
10204,UK,Personal Care,1.94,9,Premium,60,3.104,60.00000000000001,OK,True
10205,Spain,Personal Care,1.82,5,Standard,30,2.366,30.000000000000004,OK,True
10206,UK,Food & Refreshment,4.31,10,Premium,55,6.680499999999999,55.00000000000001,OK,True
10207,Spain,Personal Care,13.18,8,Premium,60,21.088,60.00000000000001,OK,True
10208,Spain,Personal Care,2.37,8,Premium,60,3.792,60.00000000000001,OK,True
10209,France,Personal Care,10.94,4,Standard,30,14.222,30.000000000000004,OK,True
10210,UK,Food & Refreshment,1.97,10,Premium,55,3.0535,55.00000000000001,OK,True
10211,Germany,Personal Care,9.54,9,Premium,60,15.264,60.00000000000001,OK,True
10212,Germany,Food & Refreshment,5.66,9,Premium,55,8.773,54.999999999999986,OK,False
10213,UK,Personal Care,11.94,5,Standard,30,15.522,30.000000000000004,OK,True
10214,Germany,Home Care,3.89,6,Standard,25,4.8625,25.0,OK,False
10215,Germany,Personal Care,9.77,5,Standard,30,12.701,30.000000000000004,OK,True
10216,UK,Personal Care,3.92,3,Value,15,4.508,15.000000000000014,OK,True
10217,Spain,Food & Refreshment,10.85,8,Premium,55,16.8175,55.00000000000001,OK,True
10218,UK,Food & Refreshment,13.17,9,Premium,55,20.4135,55.00000000000001,OK,True
10219,Spain,Personal Care,2.34,4,Standard,30,3.042,30.000000000000004,OK,True
10220,Germany,Home Care,13.07,9,Premium,50,19.605,50.0,OK,False
10221,Germany,Personal Care,9.11,9,Premium,60,14.576,60.00000000000001,OK,True
10222,Germany,Personal Care,2.34,7,Standard,30,3.042,30.000000000000004,OK,True
10223,France,Home Care,6.7,8,Premium,50,10.05,50.0,OK,False
10224,Spain,Food & Refreshment,2.83,3,Value,12,3.1696000000000004,12.00000000000001,OK,True
10225,France,Personal Care,10.66,5,Standard,30,13.858,30.000000000000004,OK,True
10226,France,Food & Refreshment,11.5,3,Value,12,12.88,12.00000000000001,OK,True
10227,UK,Food & Refreshment,2.03,7,Standard,28,2.5984,28.000000000000004,OK,True
10228,France,Home Care,7.84,6,Standard,25,9.8,25.00000000000002,OK,True
10229,UK,Home Care,12.31,3,Value,10,13.541000000000002,10.000000000000009,OK,True
10230,UK,Food & Refreshment,14.07,9,Premium,55,21.8085,55.00000000000001,OK,True
10231,France,Personal Care,7.95,1,Value,15,9.1425,14.999999999999991,OK,False
10232,Spain,Food & Refreshment,14.28,10,Premium,55,22.134,55.00000000000001,OK,True
10233,Spain,Personal Care,8.27,3,Value,15,9.5105,14.999999999999991,OK,False
10234,Spain,Personal Care,6.22,10,Premium,60,9.952,60.00000000000001,OK,True
10235,Spain,Home Care,12.8,7,Standard,25,16.0,25.0,OK,False
10236,Spain,Personal Care,7.65,3,Value,15,8.7975,14.999999999999991,OK,False
10237,France,Personal Care,7.34,3,Value,15,8.440999999999999,14.999999999999991,OK,False
10238,France,Food & Refreshment,7.61,2,Value,12,8.523200000000001,12.00000000000001,OK,True
10239,Germany,Home Care,12.78,9,Premium,50,19.17,50.0,OK,False
10240,Spain,Personal Care,12.56,4,Standard,30,16.328000000000003,30.00000000000003,OK,True
10241,France,Personal Care,6.35,10,Premium,60,10.16,60.00000000000001,OK,True
10242,Germany,Home Care,5.33,6,Standard,25,6.6625,25.0,OK,False
10243,Spain,Food & Refreshment,7.63,2,Value,12,8.5456,12.00000000000001,OK,True
10244,UK,Home Care,8.81,9,Premium,50,13.215,50.0,OK,False
10245,Germany,Home Care,3.96,7,Standard,25,4.95,25.0,OK,False
10246,France,Personal Care,12.01,10,Premium,60,19.216,60.00000000000001,OK,True
10247,UK,Personal Care,7.55,5,Standard,30,9.815,30.000000000000004,OK,True
10248,UK,Food & Refreshment,5.34,7,Standard,28,6.8352,28.000000000000004,OK,True
10249,UK,Personal Care,2.05,4,Standard,30,2.665,30.000000000000004,OK,True
10250,Germany,Personal Care,3.96,10,Premium,60,6.336,60.00000000000001,OK,True
10251,France,Home Care,14.26,7,Standard,25,17.825,25.0,OK,False
10252,UK,Personal Care,4.92,2,Value,15,5.6579999999999995,14.999999999999991,OK,False
10253,Spain,Food & Refreshment,2.95,7,Standard,28,3.776,28.000000000000004,OK,True
10254,UK,Home Care,7.18,4,Standard,25,8.975,25.0,OK,False
10255,UK,Food & Refreshment,4.95,4,Standard,28,6.336,28.000000000000004,OK,True
10256,Germany,Home Care,1.01,1,Value,10,1.1110000000000002,10.000000000000009,OK,True
10257,Germany,Personal Care,5.19,3,Value,15,5.9685,14.999999999999991,OK,False
10258,France,Home Care,8.39,5,Standard,25,10.4875,25.0,OK,False
10259,Spain,Home Care,8.5,5,Standard,25,10.625,25.0,OK,False
10260,Germany,Personal Care,5.67,2,Value,15,6.520499999999999,14.999999999999991,OK,False
10261,UK,Personal Care,6.99,4,Standard,30,9.087,29.999999999999982,OK,False
10262,France,Food & Refreshment,14.5,1,Value,12,16.240000000000002,12.00000000000001,OK,True
10263,UK,Food & Refreshment,5.97,9,Premium,55,9.2535,55.00000000000003,OK,True
10264,UK,Personal Care,4.24,1,Value,15,4.8759999999999994,14.999999999999991,OK,False
10265,Germany,Personal Care,4.03,6,Standard,30,5.239000000000001,30.000000000000004,OK,True
10266,France,Personal Care,7.14,7,Standard,30,9.282,30.000000000000004,OK,True
10267,Spain,Home Care,11.51,3,Value,10,12.661,10.000000000000009,OK,True
10268,Spain,Home Care,3.49,1,Value,10,3.839,10.000000000000009,OK,True
10269,Germany,Home Care,10.78,7,Standard,25,13.475,25.0,OK,False
10270,Germany,Personal Care,0.81,3,Value,15,0.9315,14.999999999999991,OK,False
10271,France,Food & Refreshment,6.57,10,Premium,55,10.1835,55.00000000000001,OK,True
10272,Spain,Personal Care,11.75,6,Standard,30,15.275,30.000000000000004,OK,True
10273,Spain,Home Care,5.41,6,Standard,25,6.7625,25.0,OK,False
10274,Spain,Home Care,8.67,4,Standard,25,10.8375,25.0,OK,False
10275,UK,Personal Care,3.47,6,Standard,30,4.511,30.000000000000004,OK,True
10276,Spain,Personal Care,11.26,10,Premium,60,18.016,60.00000000000001,OK,True
10277,UK,Home Care,1.26,4,Standard,25,1.575,25.0,OK,False
10278,France,Home Care,12.86,8,Premium,50,19.29,50.0,OK,False
10279,UK,Home Care,3.37,9,Premium,50,5.055,49.99999999999998,OK,False
10280,France,Personal Care,13.18,2,Value,15,15.156999999999998,14.999999999999991,OK,False
10281,Spain,Home Care,5.61,7,Standard,25,7.0125,25.0,OK,False
10282,Spain,Home Care,10.98,9,Premium,50,16.47,49.99999999999998,OK,False
10283,France,Food & Refreshment,5.13,9,Premium,55,7.9515,55.00000000000001,OK,True
10284,Germany,Personal Care,13.64,5,Standard,30,17.732000000000003,30.00000000000003,OK,True
10285,France,Food & Refreshment,2.34,1,Value,12,2.6208,12.00000000000001,OK,True
10286,Germany,Food & Refreshment,3.09,6,Standard,28,3.9552,28.000000000000004,OK,True
10287,UK,Home Care,7.65,8,Premium,50,11.475,50.00000000000002,OK,True
10288,UK,Personal Care,1.69,1,Value,15,1.9435,14.999999999999991,OK,False
10289,UK,Home Care,3.34,2,Value,10,3.674,10.000000000000009,OK,True
10290,Spain,Personal Care,14.18,1,Value,15,16.307,14.999999999999991,OK,False
10291,UK,Food & Refreshment,14.66,5,Standard,28,18.7648,28.000000000000004,OK,True
10292,Germany,Personal Care,5.96,2,Value,15,6.853999999999999,14.999999999999991,OK,False
10293,UK,Home Care,13.89,10,Premium,50,20.835,50.0,OK,False
10294,France,Home Care,8.4,10,Premium,50,12.6,50.0,OK,False
10295,France,Home Care,4.41,4,Standard,25,5.5125,25.0,OK,False
10296,Spain,Personal Care,10.68,1,Value,15,12.281999999999998,14.999999999999991,OK,False
10297,France,Food & Refreshment,10.05,7,Standard,28,12.864,28.000000000000004,OK,True
10298,Germany,Food & Refreshment,14.84,8,Premium,55,23.002,55.00000000000001,OK,True
10299,UK,Personal Care,4.34,5,Standard,30,5.642,30.000000000000004,OK,True
10300,Spain,Home Care,10.24,2,Value,10,11.264,10.000000000000009,OK,True
10301,UK,Food & Refreshment,1.25,8,Premium,55,1.9375,55.00000000000001,OK,True
10302,UK,Home Care,2.15,1,Value,10,2.365,10.000000000000009,OK,True
10303,Germany,Personal Care,0.56,7,Standard,30,0.7280000000000001,30.000000000000004,OK,True
10304,France,Home Care,14.99,1,Value,10,16.489,10.000000000000009,OK,True
10305,France,Food & Refreshment,12.13,6,Standard,28,15.5264,28.000000000000004,OK,True
10306,UK,Food & Refreshment,11.91,6,Standard,28,15.2448,28.000000000000004,OK,True
10307,Spain,Home Care,7.89,5,Standard,25,9.8625,25.0,OK,False
10308,France,Personal Care,4.85,2,Value,15,5.577499999999999,14.999999999999991,OK,False
10309,Spain,Home Care,2.69,2,Value,10,2.959,10.000000000000009,OK,True
10310,France,Personal Care,4.63,9,Premium,60,7.408,60.00000000000001,OK,True
10311,Spain,Home Care,5.95,5,Standard,25,7.4375,25.0,OK,False
10312,Germany,Food & Refreshment,11.47,5,Standard,28,14.6816,28.000000000000004,OK,True
10313,Spain,Personal Care,8.33,7,Standard,30,10.829,30.000000000000004,OK,True
10314,Germany,Personal Care,1.62,6,Standard,30,2.1060000000000003,30.000000000000004,OK,True
10315,Germany,Personal Care,0.76,2,Value,15,0.8739999999999999,14.999999999999991,OK,False
10316,Spain,Food & Refreshment,1.98,1,Value,12,2.2176,12.00000000000001,OK,True
10317,Germany,Home Care,6.45,5,Standard,25,8.0625,25.0,OK,False
10318,UK,Food & Refreshment,14.03,4,Standard,28,17.9584,28.000000000000004,OK,True
10319,Germany,Personal Care,9.74,3,Value,15,11.201,14.999999999999991,OK,False
10320,France,Home Care,12.13,2,Value,10,13.343000000000002,10.000000000000009,OK,True
10321,Spain,Food & Refreshment,7.26,10,Premium,55,11.253,55.00000000000001,OK,True
10322,UK,Personal Care,5.74,2,Value,15,6.601,14.999999999999991,OK,False
10323,Spain,Personal Care,2.07,4,Standard,30,2.691,30.000000000000004,OK,True
10324,France,Food & Refreshment,13.2,2,Value,12,14.784,12.00000000000001,OK,True
10325,France,Food & Refreshment,11.86,4,Standard,28,15.1808,28.000000000000004,OK,True
10326,France,Food & Refreshment,2.94,3,Value,12,3.2928,12.00000000000001,OK,True
10327,Germany,Personal Care,7.93,9,Premium,60,12.688,60.00000000000001,OK,True
10328,Germany,Food & Refreshment,7.57,7,Standard,28,9.6896,28.000000000000004,OK,True
10329,Spain,Personal Care,9.56,3,Value,15,10.994,14.999999999999991,OK,False
